Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant
mt0000103049,2.68,1.9025,2.032758426966292,1.6395707865168545,1.5955056179775275,1.0,1,1.0,0.26666666666666666,0.07272727272727274,0.08000000000000003,0.0,0.061538461538461535,25,18,25,12,19,9,20,23,9,2,29,19,5,1,0,0,4,14,6,7,7,1,2,7,0,2,2,4,0,3,4,0,8,0,1,0,20,0,0,3,0,0,8,0,4,1,0,0,0,2,1,4,2,1,0,0,1,0,0,3,4,0,3,1,1,1,1,1,5,1,0,0,0,0,6,2,0,0,0,17,0,0,2,2,0,1,2,0,6,4,1,4,6,10,0,0,0,5,0,19,3,15,0,3,7,0,12,0,8,0,0,2,4,6,40,9,25,0,0,0,4,2,0,0,1,0,0,0,0,8,15,6,0,0,0,0,6,0,0,3,3,0,0,0,3,3,0,0,2,2,1,2,3,4,0,10,0,0,1,0,4,5,1,0,5,6,2,8,14,0,2,0,1,0,0,4,2,10,2,5,11,3,,Q4
mt0000103874,2.811428571428572,2.4447619047619047,1.9915609090909083,1.7241750000000002,1.519999999999999,1.0,1,1.0,0.26666666666666666,0.15000000000000002,0.11428571428571427,0.08888888888888889,1.0,70,6,70,73,6,5,75,26,10,3,90,50,20,0,0,10,21,25,6,34,17,0,0,3,0,1,9,6,0,0,0,7,14,0,13,0,51,0,1,4,4,3,14,0,1,1,0,0,0,0,0,3,2,0,0,0,1,0,8,24,6,4,18,4,5,14,0,3,3,1,3,5,0,0,0,2,1,0,13,10,0,0,12,5,4,7,6,0,7,26,3,8,4,35,0,0,0,12,0,43,5,17,0,2,9,0,26,2,27,0,3,0,0,10,117,29,57,0,0,6,1,2,0,0,4,0,0,0,0,8,21,10,0,0,0,11,21,0,0,2,2,29,0,4,16,49,0,0,1,1,0,0,2,4,6,12,17,0,2,0,20,39,1,0,0,1,0,2,15,1,8,0,7,0,0,0,8,21,5,0,17,10,,Q1
mt0000105492,2.7842857142857147,2.3942857142857137,2.0139295652173916,1.776066086956522,1.7339130434782606,1.0,1,1.0,1.0,0.5,0.5,0.5,1.0,37,6,35,45,6,6,29,5,2,0,18,31,14,0,0,14,18,3,5,16,8,0,0,4,0,2,0,0,1,0,1,0,7,0,8,0,20,0,0,3,0,2,7,0,3,1,0,2,0,0,0,3,3,0,0,0,0,0,6,13,2,0,0,8,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,12,0,1,2,0,2,4,7,11,2,16,3,1,2,5,0,18,4,14,1,0,3,0,24,0,26,0,1,2,11,5,20,6,19,0,2,2,0,0,0,1,1,0,0,0,0,8,12,3,0,0,0,0,3,0,0,2,2,22,0,2,10,34,0,0,2,2,0,0,0,2,4,6,1,0,0,0,7,8,0,0,0,0,0,0,2,0,1,0,2,0,0,0,7,1,0,10,15,4,,Q1
mt0000106285,2.500909090909091,2.1245454545454545,2.0057700000000005,1.6734008333333328,1.5266666666666664,1.0,1,1.0,1.0,0.5,0.5,0.5,0.061538461538461535,33,2,33,17,2,5,17,7,11,0,24,23,5,2,0,6,9,26,0,12,20,3,0,5,0,2,1,2,0,0,0,2,10,0,5,3,12,0,0,0,0,5,10,0,3,1,0,2,0,0,0,3,3,0,0,0,0,0,0,4,0,0,3,0,4,7,1,2,0,4,1,0,0,1,0,6,0,1,2,2,0,0,2,5,0,2,8,0,13,9,2,2,4,23,2,0,2,0,0,6,0,9,0,0,4,0,11,0,21,0,0,0,6,2,38,6,19,0,0,2,0,0,0,2,0,0,0,0,0,7,11,6,1,0,0,1,8,3,0,2,5,5,0,0,7,12,0,0,3,3,2,0,4,2,10,18,0,0,2,0,8,10,0,0,0,0,0,0,6,4,5,0,8,0,0,0,15,8,1,0,9,1,,Q4
mt0000111068,2.25,2.03,2.0106885350318486,1.712364968152867,1.7961783439490442,1.0,-1,1.0,1.0,0.225,1.0,0.175,0.027027027027027032,10,23,10,4,22,10,19,9,20,2,54,32,0,1,0,11,3,4,0,13,7,3,2,1,0,0,3,6,0,2,2,2,3,0,9,3,15,0,0,5,0,0,3,0,3,0,0,1,0,0,2,5,2,0,0,0,2,1,2,8,4,1,10,2,8,4,0,2,2,4,2,2,6,0,2,0,2,4,2,12,1,0,4,3,1,12,0,0,0,15,5,5,9,9,0,0,0,2,0,12,0,19,0,0,2,0,40,1,0,0,0,0,0,4,81,21,17,0,0,1,1,0,0,1,0,1,0,0,0,8,12,3,3,0,0,0,6,0,1,1,2,2,0,0,0,2,0,0,0,0,2,2,1,1,0,6,5,0,1,0,9,15,1,0,4,5,0,1,5,0,13,0,0,0,0,0,1,4,2,0,24,1,,Q3
mt0000119701,2.8360000000000003,2.6239999999999997,1.9604160714285712,1.6907892857142854,1.4321428571428572,1.0,1,1.0,0.26666666666666666,0.1,0.0,0.16000000000000006,0.9,19,10,14,8,10,0,6,1,4,0,12,9,3,1,0,2,4,12,14,35,4,0,0,0,0,0,3,6,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,4,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,3,0,1,8,2,0,0,3,27,0,0,0,1,0,8,0,2,1,0,1,0,2,0,7,0,3,1,2,2,13,5,9,0,6,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,7,0,0,0,0,5,0,0,2,7,0,0,0,0,0,2,0,1,0,3,7,0,2,0,8,17,0,0,0,0,0,0,0,1,9,0,0,0,0,1,7,17,1,2,9,3,,Q4
mt0000119987,2.1750000000000003,2.0283333333333333,1.938735930735932,1.651220346320346,1.603463203463203,1.0,1,1.0,0.6,1.0,0.2571428571428571,0.25,0.9,64,17,43,37,16,21,61,26,4,2,78,23,2,0,0,8,6,13,7,36,15,0,2,17,2,16,3,1,0,3,4,1,4,5,7,3,26,0,4,4,2,0,10,0,10,5,0,2,0,2,1,15,3,1,0,0,8,3,4,24,20,2,7,1,7,5,4,2,1,10,5,11,1,0,2,0,0,1,7,10,0,0,16,10,1,2,0,21,5,7,4,6,30,44,4,1,3,0,0,14,1,20,2,3,7,0,16,3,13,1,3,8,32,17,81,25,21,0,21,3,0,0,0,1,2,0,0,0,0,5,11,4,1,0,0,0,5,0,0,4,4,4,0,3,6,13,2,1,16,19,0,1,5,2,0,8,5,0,0,0,13,18,1,0,1,2,3,2,9,2,16,2,0,0,0,2,12,21,8,39,22,14,,Q1
mt0000124779,2.6261111111111117,2.0227777777777782,1.9463416,1.7952656000000002,1.945599999999998,1.0,1,1.0,1.0,0.5,0.5,0.5,0.09000000000000001,15,9,15,19,9,2,22,4,6,2,18,25,6,0,0,1,6,5,3,20,2,0,0,2,1,13,0,5,0,0,14,0,5,0,4,3,9,0,0,0,0,2,5,0,14,0,11,0,1,1,1,3,1,0,0,0,1,1,2,11,9,1,4,0,1,1,1,0,3,6,0,4,0,0,12,1,0,0,0,2,0,0,8,16,1,12,0,0,0,10,3,10,1,16,0,0,0,15,0,27,7,33,0,0,1,0,18,2,16,2,0,1,6,4,30,11,10,0,0,0,0,0,0,0,4,0,0,0,0,4,8,3,0,0,0,0,3,0,0,0,0,8,0,0,6,14,0,0,1,1,1,0,0,0,4,5,10,0,0,0,10,20,0,1,1,2,1,3,10,0,8,11,0,0,0,3,3,1,1,5,39,8,,Q3
mt0000128573,2.496,2.1579999999999995,1.8819972477064228,1.5545513761467893,1.6788990825688073,1.0,-1,1.0,1.0,0.13714285714285712,0.3085714285714285,0.11999999999999998,0.026086956521739132,32,9,40,8,9,1,32,11,10,1,28,16,1,0,0,2,1,20,6,27,6,1,0,8,0,5,0,11,0,1,4,3,4,3,9,1,9,0,0,4,0,2,7,0,7,2,0,4,0,1,0,10,6,0,0,0,3,1,1,6,2,1,0,4,1,6,0,3,2,2,1,4,0,0,0,3,3,3,0,5,1,0,3,12,0,5,0,0,9,2,12,14,7,17,1,1,0,4,0,9,2,27,1,0,3,0,0,1,6,0,10,0,0,6,46,12,5,0,1,2,1,0,0,0,1,1,0,0,0,8,13,12,1,5,0,0,18,0,1,1,2,1,0,0,3,4,0,0,6,6,2,1,0,1,2,6,3,0,0,0,5,8,1,0,0,1,5,0,2,0,1,1,0,0,0,4,1,23,3,0,37,2,,Q1
mt0000130807,2.6,1.25,1.7505178861788626,1.62150162601626,1.5300813008130074,0.6666666666666666,-1,0.13636363636363635,0.061538461538461535,0.07692307692307693,0.6666666666666666,0.061538461538461535,0.0,2,12,2,3,12,15,4,6,8,8,12,8,0,0,0,6,3,2,0,3,1,0,0,3,0,0,0,0,0,3,3,6,3,6,0,0,6,0,0,9,0,0,9,0,6,0,0,3,0,3,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,24,0,0,0,0,7,0,24,0,0,0,0,1,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,17,1,0,1,0,30,0,,Q3
mt0000139242,2.4130000000000003,1.9,1.896515441176472,1.739836764705883,1.6720588235294112,0.9285714285714286,-1,0.26666666666666666,0.8571428571428571,0.26666666666666666,0.7857142857142857,0.18000000000000002,0.061538461538461535,6,22,6,8,22,7,43,6,12,4,39,11,0,2,0,0,0,1,6,17,3,0,0,5,2,3,3,0,1,0,0,0,1,0,14,1,13,0,1,0,1,1,1,1,15,1,0,0,5,7,2,6,4,0,0,0,1,1,0,5,5,0,0,0,2,3,1,2,1,8,0,2,0,0,1,1,0,1,0,6,0,0,2,3,1,6,0,0,0,22,1,4,6,17,0,0,0,6,0,27,3,25,2,12,5,2,10,1,3,0,0,0,0,1,59,25,35,0,1,0,0,0,0,3,6,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,5,5,0,5,6,2,0,13,1,0,0,0,4,5,0,0,0,0,2,2,8,0,10,0,0,0,0,2,0,5,0,0,29,2,,Q1
mt0000143859,2.6,2.34,1.8269352112676052,1.7048000000000003,1.5154929577464786,1.0,-1,0.26666666666666666,1.0,0.5,0.5,0.5,0.0,8,6,8,21,6,2,37,15,3,2,59,6,0,1,0,4,0,11,4,17,14,0,0,1,0,0,0,0,0,2,2,0,2,2,1,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,3,1,0,7,2,7,3,2,0,1,0,5,9,0,0,1,0,0,0,11,6,0,0,2,11,0,1,0,0,1,0,1,1,1,20,0,0,0,3,0,7,0,4,0,0,2,0,12,0,13,0,0,1,8,7,56,17,2,0,0,0,1,0,0,0,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,2,0,1,0,3,1,0,6,0,4,11,0,0,0,0,0,1,5,2,4,0,2,0,0,1,1,17,6,9,9,1,,Q4
mt0000144424,2.24,2.1916666666666664,1.7381306818181819,1.58424090909091,1.643181818181818,1.0,-1,1.0,1.0,0.1,0.0,0.13333333333333333,0.13333333333333333,25,5,23,14,5,2,12,9,15,2,24,22,7,1,0,0,7,9,1,14,1,1,0,5,0,2,4,0,0,1,5,0,3,2,6,1,15,0,0,2,0,0,5,0,9,5,2,0,0,2,0,7,2,0,0,2,2,1,3,4,6,2,0,1,2,4,0,1,0,1,0,0,0,0,0,6,0,0,0,7,0,0,2,0,0,11,0,0,3,8,0,3,3,6,0,0,0,0,0,20,3,17,0,0,4,0,0,0,0,0,0,0,1,0,41,12,2,0,3,1,0,0,0,0,0,2,0,0,0,12,15,0,0,0,0,0,0,0,0,3,3,9,4,2,6,21,0,0,0,0,1,2,10,0,0,13,2,0,0,0,2,4,0,0,0,0,1,0,2,4,1,0,0,0,0,0,2,8,3,0,19,2,,Q2
mt0000145509,1.5684615384615386,2.1569230769230767,1.8749510869565205,1.7875543478260858,1.7097826086956516,1.0,1,1.0,1.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.225,43,24,42,13,23,19,38,12,23,14,48,37,1,10,0,8,9,18,2,26,21,1,4,5,2,2,0,9,0,0,0,9,8,1,5,0,25,0,0,4,0,0,9,0,5,4,0,1,0,0,0,5,2,0,0,0,1,2,1,6,6,0,8,4,3,5,1,2,5,11,0,1,0,0,2,2,0,1,2,13,0,0,36,13,0,3,3,0,7,25,11,19,8,24,1,0,1,25,0,70,8,31,0,0,5,0,23,0,5,0,0,0,4,7,87,18,7,0,0,3,0,0,0,2,0,1,0,0,0,12,18,12,3,1,0,4,20,1,0,5,6,0,2,1,4,7,0,1,3,4,0,0,4,3,0,7,5,0,2,0,15,22,0,0,0,0,1,3,9,1,11,1,1,0,0,4,1,7,2,4,31,5,,Q2
mt0000146284,2.8666666666666667,2.1766666666666667,1.9301293478260868,1.6632684782608695,1.378260869565218,1.0,1,1.0,0.8,0.9,0.9,0.7,0.061538461538461535,41,12,40,60,13,8,20,0,1,8,15,54,24,0,0,0,24,8,8,8,7,0,3,1,0,0,0,0,0,0,0,3,1,0,3,0,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,3,7,4,0,0,0,3,0,1,2,0,0,0,0,3,3,3,3,0,13,0,0,0,0,0,16,0,2,0,0,1,0,9,9,14,0,1,1,0,5,41,10,25,0,0,0,0,0,0,7,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,38,0,0,16,54,0,0,1,1,0,0,4,0,0,4,0,0,0,0,3,3,0,0,0,0,7,3,13,0,5,0,1,0,0,2,4,1,7,0,6,0,,Q4
mt0000147647,2.1175,2.045277777777778,1.849758833922264,1.6704607773851572,1.7512367491166083,1.0,-1,1.0,1.0,1.0,1.0,0.6,0.18,63,113,63,42,109,41,111,53,74,8,306,109,11,2,0,16,7,29,25,62,25,4,1,28,1,13,9,10,2,34,27,0,13,9,23,10,105,2,1,7,9,6,22,8,47,17,3,6,1,11,9,21,9,2,3,1,3,3,14,31,12,2,5,1,43,25,1,7,25,35,2,7,19,1,33,3,4,10,4,88,4,1,23,2,5,12,0,1,14,22,2,9,49,42,3,0,3,8,0,63,7,90,2,4,13,9,27,9,26,3,5,4,17,13,318,83,52,0,3,11,6,0,2,8,6,6,4,2,1,17,63,7,0,3,0,3,13,2,2,5,9,5,0,1,4,10,0,0,11,12,0,16,34,4,3,56,9,0,0,0,45,54,0,0,7,7,2,4,29,7,9,5,3,0,1,2,8,20,7,18,88,13,,Q2
mt0000151451,3.0,2.64,1.9143575471698115,1.6222405660377357,1.49811320754717,1.0,1,1.0,1.0,0.5,0.5,0.5,0.225,36,7,36,20,7,4,34,5,7,0,37,58,9,0,0,2,10,17,3,18,8,0,0,0,0,0,4,18,0,0,2,0,0,0,3,2,14,0,0,0,0,0,0,0,2,0,0,1,0,0,1,7,5,0,0,0,0,2,1,15,4,4,21,3,1,15,0,3,1,4,1,1,0,0,10,0,0,1,5,2,1,0,5,3,0,9,0,0,0,4,3,5,3,15,0,0,0,2,0,21,2,10,0,0,0,0,19,0,25,0,0,0,3,2,45,20,27,0,0,1,4,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,16,0,1,1,2,12,1,0,6,19,0,0,3,3,2,0,2,5,0,9,12,0,2,0,7,21,0,0,0,0,3,2,12,0,13,0,0,0,0,1,0,12,5,3,36,6,,Q4
mt0000151529,2.0483333333333333,2.08,1.7941077294685992,1.6622657004830907,1.622222222222221,1.0,-1,0.3333333333333333,1.0,0.09090909090909093,0.7857142857142857,0.14285714285714285,0.05333333333333334,29,31,29,21,30,10,46,25,42,8,52,40,0,1,0,7,6,18,11,40,48,0,2,6,0,9,4,0,1,3,10,0,3,1,8,2,25,0,0,21,3,2,5,1,2,0,0,2,0,0,0,12,9,1,0,1,0,1,2,13,8,7,10,0,4,10,5,1,4,7,1,7,0,0,2,1,0,1,2,9,4,0,15,6,0,2,0,0,12,16,1,7,10,42,1,0,1,1,0,21,6,37,2,11,7,1,5,6,15,3,0,0,2,8,67,29,32,0,1,2,0,0,0,3,3,0,0,0,0,13,21,11,0,0,0,0,11,0,0,1,1,4,0,1,2,7,0,0,8,8,0,2,5,2,0,9,8,0,0,0,22,30,0,0,1,1,0,7,15,1,11,1,2,1,0,6,6,28,7,0,36,9,,Q3
mt0000153361,1.7033333333333334,2.2533333333333334,1.8361519801980208,1.695695049504951,1.7237623762376235,1.0,-1,1.0,0.7,0.35,0.35,0.35,0.016,28,26,28,23,25,23,62,20,11,5,123,15,0,1,0,7,4,11,2,13,3,0,0,5,0,1,3,0,0,1,0,0,0,0,15,1,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,13,3,1,0,0,0,2,9,6,1,0,0,6,10,2,9,1,4,0,7,1,0,4,2,0,0,1,10,1,0,8,0,0,10,8,0,9,12,0,1,8,7,3,0,3,5,0,34,1,39,0,1,15,1,18,0,16,0,0,1,4,1,122,19,15,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,0,0,3,3,0,0,8,0,0,8,4,0,0,0,5,9,0,0,0,0,0,3,16,2,4,8,0,0,0,6,9,3,0,5,37,5,,Q3
mt0000162219,2.3688888888888893,2.0066666666666664,1.8590802197802208,1.6846104395604409,1.773626373626374,1.0,1,1.0,1.0,0.5,0.5,1.0,0.061538461538461535,12,38,12,7,38,5,73,9,39,4,49,45,0,1,0,1,0,8,27,19,10,1,1,24,1,20,3,1,0,2,11,0,4,7,19,0,4,1,0,2,3,0,11,1,12,4,0,0,0,7,1,14,4,2,0,0,0,8,2,8,4,0,0,0,1,9,1,2,1,8,0,3,32,0,5,1,0,2,1,6,0,0,7,17,0,8,0,0,21,2,1,4,6,31,6,0,6,7,0,33,3,31,0,0,2,3,4,6,0,1,0,1,4,2,47,33,12,0,0,1,0,0,0,1,2,0,1,1,0,8,14,0,0,0,0,0,0,3,0,9,12,0,0,1,1,2,0,1,21,22,8,1,14,1,0,24,4,0,2,0,8,14,1,1,1,3,0,1,13,11,1,0,2,0,0,20,1,13,4,5,39,6,,Q3
mt0000164441,2.30375,2.0700000000000003,1.9702122222222216,1.8424200000000004,1.8222222222222217,1.0,1,1.0,0.3,0.11428571428571427,0.3,0.0,0.061538461538461535,16,6,13,6,6,1,24,12,2,1,28,7,1,0,0,2,0,6,2,11,2,0,1,1,0,1,0,1,0,2,3,6,1,3,7,4,6,1,1,1,0,0,4,3,4,3,0,0,0,0,1,8,8,0,0,0,0,0,2,1,0,0,0,3,5,1,1,4,1,4,1,6,1,0,1,3,3,3,0,12,0,0,6,0,1,3,0,0,2,4,0,1,5,4,0,0,0,0,0,11,1,14,3,0,0,0,17,0,2,0,0,0,0,1,54,6,9,0,2,1,0,0,0,1,1,0,0,0,0,1,4,0,2,0,2,0,4,3,0,4,7,1,0,0,8,9,0,0,0,0,1,0,5,0,0,6,2,0,0,0,8,10,0,0,6,6,0,0,2,0,4,1,2,0,0,0,2,5,2,0,18,0,,Q4
mt0000171421,3.0,2.64,2.221960810810811,1.9664932432432425,1.4513513513513518,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.061538461538461535,111,8,111,165,8,1,30,2,16,0,36,131,78,0,0,3,79,0,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,1,5,0,0,1,0,0,5,0,0,0,3,0,3,0,3,0,1,0,0,2,0,9,0,12,0,0,0,0,0,8,7,2,5,8,3,0,0,0,6,0,6,3,3,3,0,3,0,2,1,2,0,3,3,3,1,51,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,108,0,0,53,161,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,21,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,4,0,3,11,0,,Q3
mt0000171852,2.84,2.5200000000000005,1.8644375000000004,1.6746482142857144,1.3357142857142854,1.0,1,1.0,0.06666666666666668,0.1,0.18181818181818185,0.0,0.0,43,3,42,26,3,4,19,5,6,4,30,41,9,0,0,5,9,6,0,11,14,0,0,0,0,1,1,4,0,0,1,2,1,0,0,1,23,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,2,20,4,1,0,2,0,8,0,2,2,2,0,0,0,0,0,0,0,0,0,4,0,0,26,1,1,1,3,0,0,13,0,0,5,16,1,0,1,5,0,10,0,10,0,0,2,0,18,0,38,1,0,0,5,13,28,7,16,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,1,7,2,0,4,6,15,0,0,7,22,0,0,2,2,0,0,0,0,0,0,5,0,0,0,46,51,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,6,5,14,10,,Q3
mt0000175597,2.362142857142857,2.1214285714285714,1.9039627777777781,1.6660416666666658,1.7433333333333327,1.0,-1,1.0,1.0,0.7,1.0,0.7,0.061538461538461535,37,31,35,36,28,27,48,8,11,2,59,42,12,7,2,5,13,9,4,13,17,1,2,7,3,6,0,2,2,5,6,0,6,1,24,4,23,1,4,10,20,0,7,0,7,3,0,1,0,2,1,17,14,0,0,0,0,2,4,17,4,1,4,5,3,9,1,5,2,13,1,2,0,0,3,2,2,6,2,3,0,0,8,9,3,10,0,0,6,5,3,5,16,19,2,0,2,1,0,9,2,27,3,8,2,3,11,0,13,1,1,2,8,7,60,30,24,1,2,2,1,0,0,14,1,2,1,0,0,6,27,0,0,0,0,0,0,0,1,4,5,14,0,2,9,25,0,0,7,7,1,3,4,3,0,11,9,0,2,0,13,24,0,1,2,3,5,4,11,0,3,0,1,0,0,4,7,6,3,10,17,11,,Q3
mt0000185453,2.9775,2.5675000000000003,1.9457611111111104,1.6750648148148148,1.4481481481481482,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.4,20,11,20,24,11,4,19,6,2,0,16,20,10,2,0,1,11,0,5,17,3,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,0,3,4,2,0,0,0,3,1,1,1,0,0,0,0,0,2,2,0,0,1,1,0,0,7,3,0,1,0,0,2,6,0,2,0,7,1,0,1,5,0,14,1,4,0,0,2,0,9,0,10,0,0,1,5,8,22,5,7,0,0,0,0,0,0,1,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1,1,12,0,0,6,18,0,0,1,1,0,2,0,2,0,4,2,0,0,0,5,7,0,0,1,1,0,2,1,0,1,1,0,0,0,2,0,8,2,6,14,3,,Q3
mt0000185601,2.255,2.3025,1.884382304526748,1.6458053497942382,1.5876543209876532,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.2,59,53,61,50,53,29,47,9,12,2,90,45,7,0,0,6,8,25,4,29,12,0,2,4,3,0,5,19,1,2,4,1,12,0,5,7,34,0,3,2,3,2,12,0,0,0,0,0,0,0,0,17,4,4,0,4,2,3,0,34,10,2,11,1,9,11,3,6,3,2,0,2,0,0,0,1,0,22,5,13,0,0,20,26,5,6,1,0,6,17,5,6,9,20,4,0,4,0,0,28,1,15,0,0,6,0,13,7,30,0,22,0,3,42,104,42,29,0,0,1,1,0,0,8,10,0,0,0,0,5,25,22,0,3,0,1,26,3,0,21,24,7,1,4,6,18,0,1,2,3,1,2,0,3,4,10,10,0,10,0,28,48,0,0,1,1,1,4,31,0,7,0,2,0,0,1,7,9,3,3,28,8,,Q1
mt0000186467,2.0460000000000003,2.612,1.7720405940594066,1.6285069306930695,1.356435643564357,1.0,-1,1.0,0.32,1.0,0.09333333333333332,0.5,0.07384615384615385,28,3,28,22,3,0,61,25,2,0,49,10,0,0,0,2,0,3,26,22,11,0,7,4,0,3,0,2,0,10,6,1,2,4,1,0,30,0,0,0,0,0,6,0,3,0,1,2,0,0,0,4,1,0,0,0,3,0,9,3,1,0,6,0,0,14,1,2,10,21,2,0,0,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0,1,1,1,1,2,19,0,0,0,0,0,9,0,4,1,0,2,0,2,8,14,0,1,1,1,13,63,1,20,0,0,21,10,6,0,0,0,0,0,0,0,9,46,0,0,0,0,1,1,2,0,2,4,0,0,0,0,0,0,0,1,1,0,0,12,0,0,12,0,0,0,0,4,4,0,0,0,0,1,1,5,1,3,1,2,0,0,0,0,29,0,2,19,0,,Q2
